mon,pronunciation,pos,th
ထုပ်,ทุบ,น.,สิ่งที่หุ้มห่อ
ထုပ်ဂွဳ,ทุบกฺฺวี,ก.,ห่อ
ထုပ်ဂွဳ,ทุบกฺฺวี,ก.,หุ้ม
ထုပ်ဂွဳ,ทุบกฺฺวี,ก.,ห่อหุ้ม
ထုဲ,ทุย,ว.,ยุ่ง
ထုဲ,ทุย,ว.,วุ่นวาย
ထုဲ,ทุย,ว.,พัวพัน
ထုဲကြာန်,ทุยกฺราน,ว.,ยุ่งเหยิง.ยุ่งยาก
ထုဲကြာန်,ทุยกฺราน,ว.,วุ่นวาย
ထုဲက္ၜန်,ทุยกะบอน,ว.,เลอะเทอะ
ထုဲက္ၜန်,ทุยกะบอน,ว.,ยุ่งเหยิง
ထုဲက္ၜန်,ทุยกะบอน,ว.,ยุ่งยาก
ထုဲဒရုဲ,ทุยแตฺ.รฺุย,ก.,ยุ่งใจ
ထုဲဒရုဲ,ทุยแตฺ.รฺุย,ก.,จุกจิก
ထုဲဒရုဲ,ทุยแตฺ.รฺุย,ก.,พัวพัน
ထေ,เท,น.,พระเถระ
ထေက်,ทอจ,ว.,สมควร
ထေက်,ทอจ,ว.,เหมาะ
ထေက်တန်,ทอจตอน,ว.,สมควร
ထေက်တန်,ทอจตอน,ว.,เหมาะ
ထေၚ်,เทียง,ก.,คิด
ထေၚ်,เทียง,ก.,คาดคะเน
ထေၚ်,เทียง,ก.,คาดการณ์
ထေတဝေဝ်,เทตะเว,ว.,ตุปัดตุเป๋
ထေတဝေဝ်,เทตะเว,ว.,เซไปเซมา
ထေဲ,เทีย,ก.,เคือง
ထေဲ,เทีย,ก.,โกรธ
ထေဲ,เทีย,ก.,ฉุน
ထေဲထုတ်,เทียทุด,ก.,โกรธ
ထေဲထုတ်,เทียทุด,ก.,เคือง
ထေဲထုတ်,เทียทุด,ก.,โกรธเคือง
ထေဲပနောတ်,เทียปะโนด,ก.,โกรธจัด
ထေရ,เทระ,น.,พระผู้ใหญ่
ထေရ,เทระ,น.,พระเถระ
ထေဝ်,เท,ก.,ทอย
ထေဝ်,เท,ก.,ร่อน เช่น ขว้างของแบน ๆ ออกไป
ထေဝ်,เท,ลน.,ซีก
ထေဝ်ဇက်,เทแจฺก,น.,ทางเดิน
ထေဝ်ဇက်,เทแจฺก,น.,อาชีพ
ထေဝ်ဇက်,เทแจฺก,ก.,ถือท้าย
ထေံ,เท.,ก.,โยน
ထေံ,เท.,ก.,ขว้าง เช่น ขว้างลูกข่าง
ထဲ,ทัว,ก.,ไถ เช่น ထဲတိ ไถนา
ထော,เทา,ก.,ยุยง
ထော,เทา,ก.,ชักจูง
ထော,เทา,ก.,ส่งเสริม
ထော်,โทก,น.,ช่องกำแพง
ထောၚ်,โทง,ว.,ทะลุ
ထောၚ်,โทง,ว.,เป็นช่อง
ထောၚ်နာၚ်,โทงนฺาญ,น.,กระบอกทบ
ထောထော,เทาเทา,ว.,โดยชักจูงไป
ထောပနာ,เทาปะนา,ก.,ยกย่อง
ထောဝ်,โท,น.,แตน
ထောံသၞဟ်,โท.ซะนอ.ฮ,ก.,ชุบของมีคมให้แกร่ง
ထောံ,โท.,ก.,ทิ้ง
ထောံ,โท.,ก.,ละทิ้ง
ထောံ,โท.,ว.,เสีย
ထောံဇါ,โท.แจฺ-า,ก.,ตีอวน
ထောံဇါ,โท.แจฺ-า,ก.,วางข่าย
ထောံဇါ,โท.แจฺ-า,ก.,วางอวน
ထောံမတ်,โท.มฺอด,ก.,ทอดสายตา
ထောံမာဲ,โท.มฺาย,ก.,ลงคะแนน
ထောံလဖဝ်,โท.แลฺ.พอ,ก.,หย่อนลง
ထောံလဖဝ်,โท.แลฺ.พอ,ก.,ทิ้งลง
ထဴ,ทาว,น.,ผู้เฒ่า
ထဴဗျု,ทาวปฺฺยุ,น.,ผู้เฒ่า
ထဴဗျု,ทาวปฺฺยุ,น.,ผู้แก่
ထံက်,ทอก,ก.,ค้ำจุน
ထံက်,ทอก,ก.,ค้ำ
ထံက်ကနိန်,ทอกกะนิน,ก.,ค้ำบันได
ထံက်ကလဵု,ทอกกะลอ,ก.,คุกเข่า
ထံက်က္ၜံၚ်,ทอกกะบอง,ก.,คุกเข่า
ထံက်ပြီု,ทอกปฺราม,ก.,ช่วยเหลือ
ထံက်ပၚ်,ทอกปัง,ก.,อุปถัมภ์
ထံက်ပၚ်,ทอกปัง,ก.,ค้ำชู
ထံက်ပၚ်,ทอกปัง,ก.,ยกย่อง
ထံက်မ,ทอกแมฺ.,ก.,ช่วยเหลือ
ထံက်မ,ทอกแมฺ.,ก.,สนับสนุน
ထံၚ်,ทอง,ก.,ตั้งตรง
ထံၚ်,ทอง,น.,เรือนจำ
ထံၚ်ကတောဝ်,ทองกะโต,ก.,เงี่ยหู
ထံၚ်ကတောဝ်,ทองกะโต,ก.,สดับตรับฟัง
ထံၚ်ကတောဝ်,ทองกะโต,ก.,ตั้งใจฟัง
ထံၚ်ထာ,ทองทา,ก.,ตั้งตรง
ထံၚ်သြောဲ,ทองซัว,ก.,ตั้งตรง
ထး,ทะฮ,น.,ถาด
ထိုက်,ทิาก,ก.,ถลก
ထိုက်,ทิาก,ก.,ถก
ထိုက်,ทิาก,น.,กลีบ เช่น กลีบดอกไม้
ထိုက်ကြိုက်,ทิากกฺริาก,ก.,ว.ควรแก่
ထိုက်ကြိုက်,ทิากกฺริาก,ก.,เหมาะสม
ထိုက်ကြိုက်,ทิากกฺริาก,ก.,คู่ควร
ထိုက်ချဵု,ทิากขฺยอ,ก.,จี้
ထိုက်ချဵု,ทิากขฺยอ,ก.,ทำให้จั้กจี้
ထိုၚ်,ทิาง,น.,ถุง
ထိုၚ်,ทิาง,น.,ย่าม
ထိုၚ်,ทิาง,ก.,กาง
ထိုၚ်,ทิาง,น.,รัง เช่น รังแมลง
ထိုၚ်စၞာံ,ทิางจะนาม,น.,กระเป๋าหนัง
ထိုၚ်စၞာံ,ทิางจะนาม,น.,กระเป๋าใส่สตางค์
ထိုၚ်စၞာံဍာ်,ทิางจะนามดาจ,น.,กระติกน้ำ
ထိုၚ်ဇါ,ทิางแจฺ-า,ก.,กางตายข่าย
ထိုၚ်ဇိုၚ်,ทิางจิฺาง,น.,ถุงเท้า
ထိုၚ်တမာဲ,ทิางตะมาย,น.,ถุงย่ามเดินทาง
ထိုၚ်တမာဲ,ทิางตะมาย,น.,ถุงสะพาย
ထိုၚ်ဒဇါ,ทิางแตฺ.แจฺ-า,น.,ลูกอัณฑะ
ထိုၚ်လိက်,ทิางเลิฺจ,น.,ซองหนังสือ
ထိုၚ်လိက်,ทิางเลิฺจ,น.,ซองจดหมาย
ထိုၚ်သး,ทิางซะฮ,ก.,ยกย่อง
ထိုၚ်သး,ทิางซะฮ,ก.,สรรเสริญ
ထိုၚ်သးဂုန်,ทิางซะฮกฺุน,ก.,ยกย่องคุณงามความดี
ထိုၚ်ပလောံ,ทิางปะโล.,น.,กระเป๋าเสื้อ
ထီု,ทาม,ก.,ทา
ထီု,ทาม,ก.,ชะโลม
ထီု,ทาม,ก.,ลูบไล้
ထီု,ทาม,น.,ถ้ำ
ထီုဂၠု,ทามกฺฺลุ,น.,ถ้ำมืด
ထီုဂၠု,ทามกฺฺลุ,ว.,พร่ามัว
ထီုဖ္ဍး,ทามพะดะฮ,น.,เครื่องหอม
ထီုဗး,ทามแปฺ.ฮ,ก.,ชะโลม
ထီုဗး,ทามแปฺ.ฮ,ก.,ลูบไล้
ထီုဗး,ทามแปฺ.ฮ,ก.,ทา
ထီုဗး,ทามแปฺ.ฮ,ก.,ประพรม เช่น ประแป้ง
ထ္ဍိုၚ်,ทะดิาง,ว.,หนวก
ထ္ဍိုၚ်,ทะดิาง,ก.,โยนขึ้น
ထ္ဍိုတ်,ทะดอด,ก.,บด
ထ္ဍိုတ်,ทะดอด,ก.,ขยี้
ထ္ဍိုတ်,ทะดอด,ก.,ตำ
ထ္ဍိုတ်,ทะดอด,ก.,ทำให้ละเอียดเป็นผง
ထ္ဍိုဟ်,ทะดอฮ,ก.,กรอง
ထ္ၜေက်,ทะบอจ,ก.,หลับ(ตา)
ထ္ၜေက်ကၠေတ်,ทะบอจเกฺลด,ก.,หลับตาสนิท
ဒ,แตฺ.,น.,พยัญชนะตัวที่ 18 ของมอญ
